Name_Time (Seconds)_1,Right_Shoulder_Angle,Flag
1.63,129.49980210153925,0
1.64,129.50557107812213,0
1.65,129.50545305484377,0
1.66,129.51299715102718,0
1.67,129.51241653520864,0
1.68,129.51282198918372,0
1.69,129.50401415765563,0
1.7,129.50779265322757,0
1.71,129.5050116313407,0
1.72,129.50976147069758,0
1.73,129.5034335052956,0
1.74,129.50847463373086,0
1.75,129.518212941803,0
1.76,129.52463310932654,0
1.77,129.52683787524674,0
1.78,129.5161480871509,0
1.79,129.5088216322167,0
1.8,129.51510365038484,0
1.81,129.51597291795284,0
1.82,129.51577265005378,0
1.83,129.5157473608224,0
1.84,129.5160141188648,0
1.85,129.52232469503463,0
1.86,129.51919599113563,0
1.87,129.51440420094067,0
1.88,129.54669017003388,0
1.89,129.516120509196,0
1.9,129.50545757955354,0
1.91,129.5066270625154,0
1.92,129.5405429305611,0
1.93,129.54701317516344,0
1.94,129.54879644723377,0
1.95,129.5474945462086,0
1.96,129.54072322189214,0
1.97,129.54076231073802,0
1.98,129.549956782889,0
1.99,129.55178404634705,0
2.0,129.54908192564653,0
2.01,129.54577791779585,0
2.02,129.5530946669304,0
2.03,129.55082930922953,0
2.04,129.5508405720294,0
2.05,129.5457604495359,0
2.06,129.55147161904577,0
2.07,129.54682031134828,0
2.08,129.54781947146944,0
2.09,129.5444225107009,0
2.1,129.55495892134155,0
2.11,129.55173647360567,0
2.12,129.5488709177413,0
2.13,129.5459465528014,0
2.14,129.5496395808239,0
2.15,129.55157856428173,0
2.16,129.5417176442267,0
2.17,129.54427590012116,0
2.18,129.52128256450413,0
2.19,129.5472601007435,0
2.2,129.52680709770198,0
2.21,129.51735596879792,0
2.22,129.52277632831692,0
2.23,129.524262786207,0
2.24,129.52372914547826,0
2.25,129.52587869769144,0
2.26,129.52656971737775,0
2.27,129.5347101210779,0
2.28,129.5333800123408,0
2.29,129.54056501539185,0
2.3,129.54187395986074,0
2.31,129.53525609171055,0
2.32,129.52928459078996,0
2.33,129.5313599268521,0
2.34,129.5258992978947,0
2.35,129.53570089889544,0
2.36,129.52751307606584,0
2.37,129.52229026102583,0
2.38,129.51912651796394,0
2.39,129.52645491752426,0
2.4,129.52419533959687,0
2.41,129.52977726328467,0
2.42,129.53404825181383,0
2.43,129.53335847751492,0
2.44,129.53084990200765,0
2.45,129.54192117589562,0
2.46,129.545797332665,0
2.47,129.5451243009491,0
2.48,129.53688885185773,0
2.49,129.5416850461381,0
2.5,129.54017878808858,0
2.51,129.53821369383058,0
2.52,129.5348114951487,0
2.53,129.52914095859106,0
2.54,129.52787103044034,0
2.55,129.52751732643685,0
2.56,129.53491848208213,0
2.57,129.5402976309659,0
2.58,129.534775954328,0
2.59,129.53042113882367,0
2.6,129.52287154987715,0
2.61,129.52423488241843,0
2.62,129.4899083541537,0
2.63,129.49146262769878,0
2.64,129.53532553344874,0
2.65,129.5506618604083,0
2.66,129.52715754555925,0
2.67,129.48406793532914,0
2.68,129.4497084545114,0
2.69,129.40811207292012,0
2.7,129.34699710936013,0
2.71,129.29667603190987,0
2.72,129.23153550563745,0
2.73,129.14992654226555,0
2.74,129.05700808323692,0
2.75,128.9761786845655,0
2.76,128.89801253186215,0
2.77,128.8194933804701,0
2.78,128.7516580259247,0
2.79,128.68562833194224,0
2.8,128.57822147356228,0
2.81,128.435561823068,0
2.82,128.321129838367,0
2.83,128.19684791777203,0
2.84,128.03807570224936,0
2.85,127.9191763243472,0
2.86,127.80837516633716,0
2.87,127.69975779568624,0
2.88,127.54179902550484,0
2.89,127.42731401894926,0
2.9,127.32195448106503,0
2.91,127.25902425861798,0
2.92,127.18578327310438,0
2.93,127.11604735346552,0
2.94,127.0581255742344,0
2.95,127.0326553018495,0
2.96,127.02088743150028,0
2.97,127.05363281985214,0
2.98,127.06803226565847,0
2.99,127.07962864544405,0
3.0,127.08678172024516,0
3.01,127.08881850062342,0
3.02,127.0904425060749,0
3.03,127.0625443263198,0
3.04,127.05432601494545,0
3.05,127.06515850536935,0
3.06,127.08140140199404,0
3.07,127.07291501714806,0
3.08,127.11379658101028,0
3.09,127.2090449167158,0
3.1,127.237970129088,0
3.11,127.24418544855318,0
3.12,127.26864424850204,0
3.13,127.2797455955724,0
3.14,127.3119581394902,0
3.15,127.36796761812464,0
3.16,127.39974249869096,0
3.17,127.41776230929592,0
3.18,127.42956665362048,0
3.19,127.46236799672714,0
3.2,127.47615981978224,0
3.21,127.52826920174812,0
3.22,127.5535865369234,0
3.23,127.57424788076044,0
3.24,127.58050538434122,0
3.25,127.58156668518454,0
3.26,127.60232844093797,0
3.27,127.63192805255572,0
3.28,127.67842685414608,0
3.29,127.69140309356771,0
3.3,127.69751282787686,0
3.31,127.7265183209703,0
3.32,127.7577047998048,0
3.33,127.80372925390542,0
3.34,127.8870499647392,0
3.35,127.98006980930366,0
3.36,128.04681546491008,0
3.37,128.14084987204097,0
3.38,128.25093138873473,0
3.39,128.3576759384754,0
3.4,128.4528180602795,0
3.41,128.53041113332233,0
3.42,128.60523255513968,0
3.43,128.61336651830183,0
3.44,128.67182454073512,0
3.45,128.80155134888565,0
3.46,128.8843208592367,0
3.47,128.94505170941642,0
3.48,129.00592748981248,0
3.49,129.04220551606102,0
3.5,129.07513418409349,0
3.51,129.12122540598318,0
3.52,129.1850998800138,0
3.53,129.25373816589695,0
3.54,129.32541190185148,0
3.55,129.41960044005924,0
3.56,129.51152307523367,0
3.57,129.61602375887358,0
3.58,129.7624258962089,0
3.59,129.90428452718157,0
3.6,130.0589392734916,0
3.61,130.2745349097255,0
3.62,130.4997848848106,0
3.63,130.6787977328595,0
3.64,130.80255136623396,0
3.65,131.01883109661705,0
3.66,131.23339024037654,0
3.67,131.4057355598302,0
3.68,131.59820351951726,0
3.69,131.81433144620786,0
3.7,132.00432777563586,0
3.71,132.1885086300723,0
3.72,132.36671058723545,0
3.73,132.56058086519232,0
3.74,132.760057864662,0
3.75,132.94078552937094,0
3.76,133.15998595806062,0
3.77,133.33660203320375,0
3.78,133.53162286554397,0
3.79,133.70689043147323,0
3.8,133.8903720976394,0
3.81,134.04770617751743,0
3.82,134.2208470311571,0
3.83,134.34740500362392,0
3.84,134.51733590090956,0
3.85,134.66874097260194,0
3.86,134.80812173821792,0
3.87,134.9291266311021,0
3.88,135.03627280564424,0
3.89,135.11872159092115,0
3.9,135.16405171843178,0
3.91,135.22652703111336,0
3.92,135.24391284109697,0
3.93,135.23136310088097,0
3.94,135.22231889742346,0
3.95,135.2389040771452,0
3.96,135.21124947836063,0
3.97,135.15259069675872,0
3.98,135.0824127013905,0
3.99,135.0438661518907,0
4.0,135.0030933524404,0
4.01,134.95540565961613,0
4.02,134.94666833986156,0
4.03,134.8278241814218,0
4.04,134.6949222441431,0
4.05,134.53736343119309,0
4.06,134.40218842902368,0
4.07,134.28715647942835,0
4.08,134.1447967403386,0
4.09,134.0238584032496,0
4.1,133.79770400784363,0
4.11,133.60368857536957,0
4.12,133.37914983082786,0
4.13,133.19986333081633,0
4.14,132.98297440090107,0
4.15,132.73226202739207,0
4.16,132.50058633216372,0
4.17,132.23038871848388,0
4.18,131.96427646688534,0
4.19,131.65143625159632,0
4.2,131.3290394515074,0
4.21,130.97988560416434,0
4.22,130.62258686596329,0
4.23,130.25711460301133,0
4.24,129.87874013798012,0
4.25,129.4929875246438,0
4.26,129.1749846901324,0
4.27,128.82119082071665,0
4.28,128.5332334018729,0
4.29,128.23250975173838,0
4.3,127.99053793676693,0
4.31,127.77007041570742,0
4.32,127.54773130328564,0
4.33,127.4093129616437,0
4.34,127.26627220003664,0
4.35,127.14464134683828,0
4.36,127.1231368604771,0
4.37,127.15169416544596,0
4.38,127.21651303795498,0
4.39,127.3074915551904,0
4.4,127.47145711239015,0
4.41,127.69410072601246,0
4.42,127.90301987455028,0
4.43,128.20966588635451,0
4.44,128.547256413824,0
4.45,128.90562041818058,0
4.46,129.3355455555748,0
4.47,129.76505425016268,0
4.48,130.27077071343535,0
4.49,130.78155976830877,0
4.5,131.35700407838866,0
4.51,131.93774889007008,0
4.52,132.51319994733066,0
4.53,133.17434409988496,0
4.54,133.80377565886917,0
4.55,134.4324441135615,0
4.56,135.1120913727634,0
4.57,135.81979607699202,0
4.58,136.49029918821842,0
4.59,137.15552678263413,0
4.6,137.81035758234174,0
4.61,138.44020453606723,0
4.62,139.07388336107925,0
4.63,139.7232205336768,0
4.64,140.33244998479344,0
4.65,140.9525551554966,0
4.66,141.57307649517747,0
4.67,142.16287264179036,0
4.68,142.64979231305296,0
4.69,143.1735673157743,0
4.7,143.6605293852473,0
4.71,144.10468314545642,0
4.72,144.58607919017473,0
4.73,145.07570964588274,0
4.74,145.54320379100446,0
4.75,146.02365945370008,0
4.76,146.4919773219953,0
4.77,146.89932563363783,0
4.78,147.3364394742191,0
4.79,147.7431554170549,0
4.8,148.16984099822994,0
4.81,148.60877784482076,0
4.82,149.00856000177427,0
4.83,149.40276821948626,0
4.84,149.7626814031532,0
4.85,150.0548917857286,0
4.86,150.33732012266452,0
4.87,150.5798704382993,0
4.88,150.80974509909316,0
4.89,151.03913545437032,0
4.9,151.25781977721175,0
4.91,151.4945379962373,0
4.92,151.76487392045283,0
4.93,151.98929800718804,0
4.94,152.1669870211511,0
4.95,152.35599145767426,0
4.96,152.5200755426746,0
4.97,152.6877074669085,0
4.98,152.8632461415755,0
4.99,153.0202624236291,0
5.0,153.17146146119177,0
5.01,153.41034168735192,0
5.02,153.56569427717704,0
5.03,153.6907178890145,0
5.04,153.81421666455563,0
5.05,153.9520874780711,0
5.06,154.06963370380515,0
5.07,154.18587423908374,0
5.08,154.29599301473667,0
5.09,154.38114373111657,0
5.1,154.45748945929537,0
5.11,154.53481270973683,0
5.12,154.66209125055605,0
5.13,154.73055531140275,0
5.14,154.84046675946942,0
5.15,154.94106858022474,0
5.16,155.05090472004682,0
5.17,155.14324592854564,0
5.18,155.200432091509,0
5.19,155.25536833475329,0
5.2,155.3214328151455,0
5.21,155.3492712212528,0
5.22,155.39693382108544,0
5.23,155.4263628436182,0
5.24,155.4960523657872,0
5.25,155.53392137462873,0
5.26,155.56430466236833,0
5.27,155.58692886572507,0
5.28,155.6255472143296,0
5.29,155.6468971038495,0
5.3,155.6479342050906,0
5.31,155.6740041155696,0
5.32,155.70592703343794,0
5.33,155.71583505994198,0
5.34,155.7182663738857,0
5.35,155.72069781574737,0
5.36,155.7145675442075,0
5.37,155.69962255859653,0
5.38,155.69669909039507,0
5.39,155.71960340822537,0
5.4,155.70570944497277,0
5.41,155.68684511043168,0
5.42,155.68453342261697,0
5.43,155.67715782503032,0
5.44,155.65424507804389,0
5.45,155.64720395361746,0
5.46,155.67301929029185,0
5.47,155.67207223404358,0
5.48,155.67952588567357,0
5.49,155.69545751039036,0
5.5,155.70260579550532,0
5.51,155.72663243638328,0
5.52,155.74848366383048,0
5.53,155.77682589784902,0
5.54,155.80254530502137,0
5.55,155.83170936135198,0
5.56,155.8526317746361,0
5.57,155.86351332438625,0
5.58,155.88043179632623,0
5.59,155.89241611805232,0
5.6,155.92063944319634,0
5.61,155.96530227383914,0
5.62,155.98505994807817,0
5.63,155.98357463508418,0
5.64,155.9898685488399,0
5.65,155.99308945565656,0
5.66,156.0044371809283,0
5.67,156.0098723164,0
5.68,156.01538561769388,0
5.69,156.02374200755568,0
5.7,156.01873895901008,0
5.71,156.0226260612636,0
5.72,156.0304459163399,0
5.73,156.0393885692684,0
5.74,156.02554120146485,0
5.75,156.0044628701231,0
5.76,155.98194726464655,0
5.77,155.96824160384048,0
5.78,155.95297250868666,0
5.79,155.94415632736647,0
5.8,155.9599599876566,0
5.81,155.96080110408548,0
5.82,155.9565472925947,0
5.83,155.97044559414925,0
5.84,155.9694929539302,0
5.85,155.9733142345538,0
5.86,155.98170254991402,0
5.87,155.97709104157596,0
5.88,155.9957336374052,0
5.89,156.01348592801872,0
5.9,156.01751356785113,0
5.91,156.03607425440885,0
5.92,156.07173351434508,0
5.93,156.0684283079631,0
5.94,156.065382320271,0
5.95,156.05311681007436,0
5.96,156.0485435609279,0
5.97,156.0393677009525,0
5.98,156.04635221415447,0
5.99,156.02720562228762,0
6.0,156.01962619445072,0
6.01,156.03374772495738,0
6.02,156.04122357585007,0
6.03,156.05166162996522,0
6.04,156.04751436321172,0
6.05,156.07106453217045,0
6.06,156.07199101819324,0
6.07,156.06731235736046,0
6.08,156.06816655662297,0
6.09,156.0742329037815,0
6.1,156.06833504082803,0
6.11,156.06832141767734,0
6.12,156.0520294863878,0
6.13,156.04138958154067,0
6.14,156.01078389677522,0
6.15,155.9717729648874,0
6.16,155.96625499880824,0
6.17,155.96291047465982,0
6.18,155.95487171347878,0
6.19,155.95526626738712,0
6.2,155.9438232444733,0
6.21,155.93585641901336,0
6.22,155.92216934877024,0
6.23,155.92814959968186,0
6.24,155.94297534606144,0
6.25,155.94510928606357,0
6.26,155.91845159218673,0
6.27,155.92210396104915,0
6.28,155.9181313565478,0
6.29,155.90688555666358,0
6.3,155.90064462524666,0
6.31,155.8908380039831,0
6.32,155.8818192539256,0
6.33,155.87835868579668,0
6.34,155.8957822633985,0
6.35,155.89782132671493,0
6.36,155.88632895838444,0
6.37,155.89442933924536,0
6.38,155.9127969633759,0
6.39,155.92011526540358,0
6.4,155.9311727403946,0
6.41,155.92783677038358,0
6.42,155.93779028032984,0
6.43,155.9356006653668,0
6.44,155.93602287438736,0
6.45,155.93250537049423,0
6.46,155.9388488420875,0
6.47,155.94196560602165,0
6.48,155.94882353843886,0
6.49,155.9642339332092,0
6.5,155.9807571967355,0
6.51,155.9945711870589,0
6.52,156.00391226423378,0
6.53,156.0172630618959,0
6.54,156.0333834035726,0
6.55,156.05616430955487,0
6.56,156.06684180551323,0
6.57,156.05128074700613,0
6.58,156.10622819983692,0
6.59,156.1242370304603,0
6.6,156.1320067139295,0
6.61,156.14739027613717,0
6.62,156.15760210630347,0
6.63,156.16317262513726,0
6.64,156.1582824443982,0
6.65,156.16412963694887,0
6.66,156.11873863837738,0
6.67,156.11778254123234,0
6.68,156.13166851515695,0
6.69,156.1130640524475,0
6.7,156.13970306546724,0
6.71,156.16206346241844,0
6.72,156.15763840284416,0
6.73,156.15502285032767,0
6.74,156.15247233236272,0
6.75,156.1506457806491,0
6.76,156.16121558658918,0
6.77,156.16195209874536,0
6.78,156.16925774962587,0
6.79,156.1731550805015,0
6.8,156.17534910263666,0
6.81,156.17082963117,0
6.82,156.17151641180854,0
6.83,156.16097645570392,0
6.84,156.1710386944359,0
6.85,156.17005615522848,0
6.86,156.1699178890533,0
6.87,156.16892460631996,0
6.88,156.17101992486744,0
6.89,156.1858343508638,0
6.9,156.17960893682027,0
6.91,156.183885030295,0
6.92,156.17692384142342,0
6.93,156.1787554230799,0
6.94,156.1780792215059,0
6.95,156.18424073065097,0
6.96,156.18009307721536,0
6.97,156.18182816569026,0
6.98,156.1854338614444,0
6.99,156.18493539776807,0
7.0,156.19427359979616,0
7.01,156.177781058499,0
7.02,156.1771465996149,0
7.03,156.17589036918142,0
7.04,156.17467007533668,0
7.05,156.1929343667604,0
7.06,156.19683946468726,0
7.07,156.21497633865846,0
7.08,156.22549346735826,0
7.09,156.20375320171507,0
7.1,156.2080076297583,0
7.11,156.2120983451231,0
7.12,156.2044140086645,0
7.13,156.19813023488229,0
7.14,156.1930557892123,0
7.15,156.18331092298416,0
7.16,156.1721686120053,0
7.17,156.15892534505562,0
7.18,156.14465299300034,0
7.19,156.1375065180524,0
7.2,156.1328931789286,0
7.21,156.15628234286692,0
7.22,156.11335313479103,0
7.23,156.1258438385026,0
7.24,156.11285908014304,0
7.25,156.1112868109263,0
7.26,156.10840579817005,0
7.27,156.10885431418887,0
7.28,156.10102857107378,0
7.29,156.12809595203004,0
7.3,156.1316655874556,0
7.31,156.1067463091947,0
7.32,156.0966102053252,0
7.33,156.09703313620983,0
7.34,156.1073921246709,0
7.35,156.12390131308243,0
7.36,156.1140913297316,0
7.37,156.10158917558113,0
7.38,156.11192784088405,0
7.39,156.10976406942896,0
7.4,156.11735550027407,0
7.41,156.11553971548608,0
7.42,156.11570962998954,0
7.43,156.12584784287927,0
7.44,156.12406449792036,0
7.45,156.1350358047358,0
7.46,156.14145695017453,0
7.47,156.14780685847882,0
7.48,156.14450705366812,0
7.49,156.1230686573377,0
7.5,156.1154336894951,0
7.51,156.1213018258014,0
7.52,156.1079818841756,0
7.53,156.10831973738317,0
7.54,156.10679330312894,0
7.55,156.09923560709927,0
7.56,156.08784746383736,0
7.57,156.099423034997,0
7.58,156.084984825242,0
7.59,156.10499850484393,0
7.6,156.0846978408017,0
7.61,156.07761733877092,0
7.62,156.0791586079432,0
7.63,156.10122495229092,0
7.64,156.07450740034167,0
7.65,156.06186653249844,0
7.66,156.05229385132833,0
7.67,156.04056697815068,0
7.68,156.03180840368728,0
7.69,156.03343220675606,0
7.7,156.0440624588399,0
7.71,156.0274009226762,0
7.72,156.03608151905237,0
7.73,156.03363804044878,0
7.74,156.01339089624446,0
7.75,156.0110809114277,0
7.76,156.0046741411905,0
7.77,156.02183659117753,0
7.78,156.01170781532065,0
7.79,156.0070926154872,0
7.8,156.01919585929852,0
7.81,156.02676558702748,0
7.82,156.03131423757583,0
7.83,156.0417344856376,0
7.84,156.03935551640714,0
7.85,156.05108192102696,0
7.86,156.0478748815056,0
7.87,156.04567922359678,0
7.88,156.0546136038456,0
7.89,156.0591890438983,0
7.9,156.07167518459025,0
7.91,156.07359719989614,0
7.92,156.10409103248173,0
7.93,156.10645441530767,0
7.94,156.10937726544128,0
7.95,156.11080547105476,0
7.96,156.11341126980454,0
7.97,156.11443911235483,0
7.98,156.11432282091187,0
7.99,156.1110521527423,0
8.0,156.12210705396194,0
8.01,156.1247046099148,0
8.02,156.12724216525703,0
8.03,156.1272399130946,0
8.04,156.12348732359942,0
8.05,156.1410043214608,0
8.06,156.10579790860078,0
8.07,156.10141983054294,0
8.08,156.10294173383306,0
8.09,156.0809709624466,0
8.1,156.08172267861036,0
8.11,156.06860128739814,0
8.12,156.06266926812583,0
8.13,156.0634623797662,0
8.14,156.05083688058468,0
8.15,156.04415948702672,0
8.16,156.02619962756478,0
8.17,156.0052453495196,0
8.18,155.9838465052706,0
8.19,155.974350440882,0
8.2,155.978953905411,0
8.21,155.96821137685208,0
8.22,155.96586567147082,0
8.23,155.96341819226083,0
8.24,155.97069036076226,0
8.25,155.9653907935101,0
8.26,155.95340358708634,0
8.27,155.95612364339527,0
8.28,155.93809817192923,0
8.29,155.9310565032394,0
8.3,155.92301374734106,0
8.31,155.92395146618912,0
8.32,155.9189935553317,0
8.33,155.9187322196016,0
8.34,155.92107166460096,0
8.35,155.92444809961418,0
8.36,155.91787883168277,0
8.37,155.92123891356104,0
8.38,155.92167295661946,0
8.39,155.9295713893424,0
8.4,155.93579309476482,0
8.41,155.93943985250212,0
8.42,155.9297347361326,0
8.43,155.93506406827927,0
8.44,155.9161160514599,0
8.45,155.91723295130797,0
8.46,155.92525738386675,0
8.47,155.92619239872985,0
8.48,155.93593068282706,0
8.49,155.9341692337281,0
8.5,155.92597401930456,0
8.51,155.92749598902833,0
8.52,155.9301528616361,0
8.53,155.9180959711887,0
8.54,155.9253973599532,0
8.55,155.92390764263448,0
8.56,155.92558917306965,0
8.57,155.92688693633224,0
8.58,155.93186826199775,0
8.59,155.92928145239412,0
8.6,155.93953188251157,0
8.61,155.91086898472273,0
8.62,155.91429768188283,0
8.63,155.9138852146654,0
8.64,155.90295656956232,0
8.65,155.89829531937724,0
8.66,155.8934715419501,0
8.67,155.89036408446935,0
8.68,155.89807925828572,0
8.69,155.8974761328938,0
8.7,155.903008056622,0
8.71,155.90971381689567,0
8.72,155.91571127186387,0
8.73,155.92595223735668,0
8.74,155.923090841723,0
8.75,155.9173879328457,0
8.76,155.91891438374614,0
8.77,155.91385582581037,0
8.78,155.89422696619806,0
8.79,155.88485860194342,0
8.8,155.86079324044968,0
8.81,155.83467728188575,0
8.82,155.8167044500811,0
8.83,155.81078977254376,0
8.84,155.7924785430865,0
8.85,155.77860126135883,0
8.86,155.77734257033498,0
8.87,155.79846289430512,0
8.88,155.78529010029004,0
8.89,155.79743721167677,0
8.9,155.77405522828917,0
8.91,155.75975866594084,0
8.92,155.7784164783244,0
8.93,155.7855124956277,0
8.94,155.7861845949557,0
8.95,155.80459385047044,0
8.96,155.82168446284643,0
8.97,155.8031371145498,0
8.98,155.82597827196105,0
8.99,155.84550359881806,0
9.0,155.85358950880857,0
9.01,155.8701903874385,0
9.02,155.86800481116566,0
9.03,155.87602406382842,0
9.04,155.89510026504783,0
9.05,155.90911527769214,0
9.06,155.91869719819468,0
9.07,155.92226896026827,0
9.08,155.9171751979614,0
9.09,155.9679653702792,0
9.1,155.95981127514526,0
9.11,155.9587642375878,0
9.12,155.95028707964877,0
9.13,155.91324853862542,0
9.14,155.95860087984232,0
9.15,155.9733218290047,0
9.16,155.96219131882103,0
9.17,155.95389305969007,0
9.18,155.95369607651628,0
9.19,155.94893806165285,0
9.2,155.94600433865378,0
9.21,155.9391096640408,0
9.22,155.92431679691146,0
9.23,155.87333805566223,0
9.24,155.85611676596386,0
9.25,155.8685602006047,0
9.26,155.86797332747403,0
9.27,155.90640604743982,0
9.28,155.87550860982665,0
9.29,155.8584981290783,0
9.3,155.89225001516724,0
9.31,155.90499755649628,0
9.32,155.90691178137584,0
9.33,155.89662017005173,0
9.34,155.851531716006,0
9.35,155.82912744692277,0
9.36,155.8108816132474,0
9.37,155.80205266314812,0
9.38,155.79011570108852,0
9.39,155.7945205131895,0
9.4,155.78936295351787,0
9.41,155.78410171351288,0
9.42,155.7984761344449,0
9.43,155.79721301242364,0
9.44,155.79521828399632,0
9.45,155.7966075364076,0
9.46,155.80397928746925,0
9.47,155.83283254653097,0
9.48,155.8201683613379,0
9.49,155.8273634826232,0
9.5,155.82200692008843,0
9.51,155.8171657137168,0
9.52,155.81463419112123,0
9.53,155.82872989187692,0
9.54,155.83712961109086,0
9.55,155.84201384121812,0
9.56,155.84382636629056,0
9.57,155.85920659678965,0
9.58,155.89120192410078,0
9.59,155.85091092164322,0
9.6,155.89298400064934,0
9.61,155.87033261937734,0
9.62,155.8664881877218,0
9.63,155.90649455786797,0
9.64,155.90760581287455,0
9.65,155.90977026064994,0
9.66,155.90726574569655,0
9.67,155.90548007749476,0
9.68,155.91328887540382,0
9.69,155.9086718985209,0
9.7,155.9212400550178,0
9.71,155.9197831852587,0
9.72,155.92227694502014,0
9.73,155.93075837287105,0
9.74,155.9427293759184,0
9.75,155.94834957744504,0
9.76,155.950503996856,0
9.77,155.9447023742548,0
9.78,155.94134303996051,0
9.79,155.94106679405465,0
9.8,155.89755109089288,0
9.81,155.8959426246242,0
9.82,155.8945870945294,0
9.83,155.88476308853902,0
9.84,155.91136970756622,0
9.85,155.90006217259543,0
9.86,155.90043990956806,0
9.87,155.90229638947028,0
9.88,155.90744788090558,0
9.89,155.912836623044,0
9.9,155.90943292719643,0
9.91,155.9054431580793,0
9.92,155.91018018726396,0
9.93,155.90103672305943,0
9.94,155.90263781333144,0
9.95,155.89612246528716,0
9.96,155.89157496639086,0
